
Episode 4600, Pursuer Reward: 1446.91, Evader Reward: -1360.17, Capture Rate (last20): 0.95, Final Dist: 95.01
Episode 4620, Pursuer Reward: 1368.99, Evader Reward: -1298.26, Capture Rate (last20): 0.90, Final Dist: 94.96
Episode 4640, Pursuer Reward: 1270.31, Evader Reward: -1198.68, Capture Rate (last20): 0.90, Final Dist: 97.88
Episode 4660, Pursuer Reward: 1433.87, Evader Reward: -1343.68, Capture Rate (last20): 1.00, Final Dist: 98.54
Episode 4680, Pursuer Reward: 1172.40, Evader Reward: -1132.19, Capture Rate (last20): 0.95, Final Dist: 99.51
Episode 4700, Pursuer Reward: 1364.01, Evader Reward: -1294.13, Capture Rate (last20): 0.90, Final Dist: 99.80
Episode 4720, Pursuer Reward: 1136.03, Evader Reward: -1086.41, Capture Rate (last20): 0.90, Final Dist: 98.17
Episode 4740, Pursuer Reward: 1534.53, Evader Reward: -1445.07, Capture Rate (last20): 0.95, Final Dist: 99.73
Episode 4760, Pursuer Reward: -1111.60, Evader Reward: 1125.72, Capture Rate (last20): 0.85, Final Dist: 242.50
Episode 4780, Pursuer Reward: 954.84, Evader Reward: -926.80, Capture Rate (last20): 0.95, Final Dist: 98.15
Episode 4800, Pursuer Reward: 1392.62, Evader Reward: -1346.20, Capture Rate (last20): 0.95, Final Dist: 99.02
Episode 4820, Pursuer Reward: 1562.69, Evader Reward: -1460.37, Capture Rate (last20): 0.85, Final Dist: 94.78
Episode 4840, Pursuer Reward: 1471.19, Evader Reward: -1423.61, Capture Rate (last20): 0.80, Final Dist: 94.02
Episode 4860, Pursuer Reward: -912.63, Evader Reward: 912.63, Capture Rate (last20): 0.60, Final Dist: 408.85
Episode 4880, Pursuer Reward: 1301.50, Evader Reward: -1264.01, Capture Rate (last20): 0.65, Final Dist: 99.48
Episode 4900, Pursuer Reward: 1310.69, Evader Reward: -1251.32, Capture Rate (last20): 0.60, Final Dist: 96.08
Episode 4920, Pursuer Reward: 1182.60, Evader Reward: -1151.05, Capture Rate (last20): 0.75, Final Dist: 98.41
Episode 4940, Pursuer Reward: 945.71, Evader Reward: -917.67, Capture Rate (last20): 0.60, Final Dist: 98.58
Episode 4960, Pursuer Reward: 989.92, Evader Reward: -951.75, Capture Rate (last20): 0.75, Final Dist: 96.97
Episode 4980, Pursuer Reward: 1314.18, Evader Reward: -1267.57, Capture Rate (last20): 0.75, Final Dist: 99.45
Episode 5000, Pursuer Reward: 1441.20, Evader Reward: -1369.87, Capture Rate (last20): 0.80, Final Dist: 98.43

TD3 Evaluation Results (100 episodes):
Success rate: 86.00%
Average capture time: 333.33 s
Average episode length: 333.3 steps

